N,P,K,temperature,humidity,ph,rainfall,label,Region,Soil_Type,Growing_Season,Yield_kg_per_hectare,Growth_Days,Irrigation_Method,Pest_Incidents,Fertilizer_Application,Fertilizer_kg_ha,Organic_Matter_Percentage,Crop_Rotation,Seed_Rate_kg_ha,Market_Price_USD_per_kg,Water_Source
63,35,16,22.02720976,65.35549924,6.272417541,83.73280082,maize,Southern,Sandy Loam,Kharif,6838,103,Flood,Medium,High,188,2.7,Rice,25,0.17,Canal
79,45,20,23.80546189,59.24537979,5.715208817000001,89.96220140000001,maize,Southern,Sandy Loam,Kharif,4327,91,Sprinkler,Low,Medium,131,2.6,Vegetables,25,0.27,Rain
72,60,25,18.52510753,69.0276233,5.773454729,88.10234397,maize,Central,Loamy,Rabi,7598,96,Sprinkler,Medium,High,151,3.1,Cotton,20,0.33,Rain
67,51,24,23.50297882,61.32026065,5.584171461,64.77791424,maize,Northern,Sandy Loam,Kharif,6831,89,Flood,Low,Medium,126,1.2,Cotton,20,0.33,Canal
86,36,24,26.54986394,72.89187265,5.787268394,73.33636055,maize,Central,Loamy,Rabi,3879,91,Flood,Low,Medium,172,2.9,Cotton,21,0.25,Rain
76,48,18,19.29563411,69.63481219,5.77597783,83.21030571,maize,Central,Loamy,Kharif,3880,101,Flood,Low,Medium,140,2.3,Vegetables,18,0.25,Well
75,53,18,20.68899915,59.4375337,6.864793607,103.651438,maize,Southern,Sandy Loam,Kharif,2890,104,Sprinkler,Medium,Medium,141,1.8,Cotton,21,0.35,Well
81,45,23,19.32666088,68.03449300000001,6.192360002999999,84.22969177,maize,Southern,Sandy Loam,Kharif,5542,109,Flood,Low,Medium,136,2.9,Cotton,23,0.22,Rain
73,45,21,24.60532218,73.58868502,6.636803222999999,96.59195302,maize,Southern,Loamy,Rabi,6912,87,Flood,Medium,High,152,2.7,Vegetables,23,0.27,Rain
71,35,24,22.27373646,59.52193158,5.826426917,67.96704792,maize,Southern,Sandy Loam,Rabi,3180,85,Flood,Low,Medium,152,1.2,Cotton,19,0.2,Canal
96,54,22,25.70196694,61.33450447,6.960358276,83.20711308,maize,Central,Sandy Loam,Rabi,5422,100,Sprinkler,Low,High,186,1.3,Vegetables,25,0.21,Rain
99,39,18,19.20129357,68.30578978,6.11275104,87.85092352,maize,Southern,Loamy,Kharif,6618,87,Sprinkler,Medium,High,132,1.7,Vegetables,25,0.33,Well
62,48,20,21.70181447,60.47470519,6.708446922,95.71388473,maize,Central,Loamy,Rabi,4481,87,Sprinkler,Low,Medium,174,3.0,Rice,24,0.19,Rain
86,37,16,20.51716779,59.21235483,5.561510732,67.61013737,maize,Central,Sandy Loam,Rabi,2791,90,Sprinkler,Low,Medium,128,3.3,Cotton,21,0.26,Canal
94,50,19,23.30355338,73.62548442,5.873242491,97.59081274,maize,Central,Sandy Loam,Rabi,6564,87,Flood,Low,Medium,131,1.7,Rice,21,0.31,Rain
76,39,24,24.2547451,55.64709899,6.995843776,64.23845455,maize,Central,Sandy Loam,Rabi,3564,80,Flood,Medium,High,141,3.3,Rice,18,0.25,Rain
77,52,17,24.86374934,65.7420046,5.714799723,75.82270467,maize,Northern,Sandy Loam,Kharif,4595,102,Sprinkler,Low,Medium,154,2.3,Cotton,19,0.21,Rain
74,39,23,22.6265115,65.77472881,6.78073637,88.17251033,maize,Southern,Loamy,Rabi,7696,90,Flood,Medium,High,182,2.1,Rice,20,0.35,Rain
81,49,20,18.04185513,60.61494304,5.513697923,104.2321615,maize,Central,Loamy,Rabi,3212,91,Sprinkler,Low,Medium,140,2.2,Vegetables,19,0.23,Canal
63,42,21,23.26237612,72.33125523,5.798423907999999,67.10225139,maize,Southern,Sandy Loam,Rabi,7110,109,Flood,Medium,High,139,2.0,Rice,20,0.17,Rain
99,38,21,22.88330922,71.59722446,6.352471866,67.72777298,maize,Northern,Sandy Loam,Rabi,5758,98,Sprinkler,Low,Medium,176,2.1,Rice,23,0.34,Canal
90,52,25,25.97482359,69.36385721,6.822586546,103.2234212,maize,Northern,Sandy Loam,Rabi,6378,102,Sprinkler,Low,High,125,3.5,Vegetables,19,0.28,Well
68,40,19,26.14384005,66.20569924,6.655426355,107.2361366,maize,Northern,Sandy Loam,Kharif,6327,94,Flood,Medium,High,188,1.8,Vegetables,24,0.19,Canal
60,57,24,18.66116213,61.55327249,6.1212940410000005,75.03247667,maize,Northern,Loamy,Rabi,2739,80,Sprinkler,Low,High,133,3.3,Cotton,25,0.18,Well
71,52,18,25.10787449,55.97732754,5.790770202999999,78.16077693,maize,Southern,Loamy,Kharif,7775,100,Sprinkler,Medium,High,179,2.8,Pulses,19,0.18,Rain
61,59,17,23.33844615,59.24580604,6.47444292,105.0083144,maize,Central,Loamy,Rabi,6840,92,Flood,Low,High,165,1.7,Cotton,18,0.21,Well
88,38,15,25.08239719,65.92195844,6.455116637000001,62.49190812,maize,Southern,Sandy Loam,Rabi,4708,105,Flood,Low,Medium,166,3.5,Vegetables,23,0.18,Rain
65,60,22,25.36768364,72.52054555,6.6069840860000015,107.9124111,maize,Southern,Sandy Loam,Rabi,6197,81,Sprinkler,Low,Medium,121,3.1,Rice,23,0.17,Rain
78,37,22,25.34217103,63.31801994,6.330554389,74.52082026,maize,Central,Sandy Loam,Kharif,6639,103,Flood,Low,High,130,1.6,Rice,21,0.24,Canal
78,58,15,25.00933355,67.816568,6.5286312660000005,62.91359494,maize,Southern,Loamy,Kharif,6271,98,Sprinkler,Low,High,136,3.5,Vegetables,20,0.18,Rain
92,60,23,18.66746724,71.516474,5.721667141,69.93293255,maize,Southern,Sandy Loam,Rabi,7044,109,Sprinkler,Medium,High,148,3.3,Cotton,25,0.28,Well
79,59,17,20.37999665,63.73849998,6.644205485,108.5054416,maize,Central,Sandy Loam,Rabi,7342,110,Flood,Medium,Medium,175,1.5,Pulses,18,0.27,Well
91,55,15,18.09300227,72.61024172,6.376651091,78.96159541,maize,Central,Loamy,Rabi,6135,103,Flood,Medium,High,182,1.9,Rice,23,0.31,Well
76,51,18,26.16985907,71.96246617,6.247040422,79.84925393,maize,Southern,Loamy,Rabi,5533,105,Flood,Low,Medium,131,1.3,Rice,25,0.26,Canal
87,48,25,18.65396672,61.37879671,6.656730007999999,93.62039175,maize,Northern,Sandy Loam,Kharif,5483,97,Flood,Low,Medium,131,1.4,Cotton,18,0.32,Canal
71,60,22,26.07470121,59.37147589,6.2048017,85.75692395,maize,Northern,Loamy,Kharif,6921,82,Sprinkler,Low,Medium,165,3.0,Pulses,21,0.2,Canal
90,57,24,18.92851916,72.80086137,6.158860284,82.34162918,maize,Southern,Loamy,Rabi,7990,83,Sprinkler,Medium,Medium,140,1.7,Pulses,19,0.34,Canal
67,35,22,23.30546753,63.24648023,6.385684213999999,108.7603001,maize,Central,Sandy Loam,Rabi,4157,81,Flood,Low,Medium,163,3.0,Vegetables,23,0.18,Canal
60,54,19,18.74826712,62.49878458,6.417820493,70.23401597,maize,Southern,Loamy,Rabi,4958,83,Flood,Medium,High,179,2.4,Rice,25,0.33,Canal
83,58,23,19.74213321,59.66263104,6.381201909,65.50861389,maize,Central,Sandy Loam,Kharif,5645,90,Sprinkler,Medium,High,177,3.2,Vegetables,25,0.25,Rain
83,57,19,25.73044432,70.74739256,6.877869005,98.73771338,maize,Central,Loamy,Kharif,3681,86,Sprinkler,Medium,Medium,129,2.6,Rice,25,0.3,Rain
40,72,77,17.02498456,16.98861173,7.485996067,88.55123143,chickpea,Central,Loamy,Winter,1521,101,Flood,Medium,Medium,48,2.1,Rice,86,0.91,Well
23,72,84,19.02061277,17.13159126,6.920251378,79.92698081,chickpea,Central,Loamy,Rabi,1319,106,Flood,Low,Medium,52,2.3,Fallow,84,0.98,Rain
39,58,85,17.88776475,15.40589717,5.9969320370000005,68.54932919,chickpea,Northern,Clay Loam,Rabi,1280,108,Sprinkler,Medium,Low,34,2.0,Rice,76,0.89,Rain
22,72,85,18.86805647,15.65809214,6.391173589,88.51048983,chickpea,Northern,Loamy,Rabi,1398,90,Sprinkler,Low,Medium,52,1.0,Fallow,79,0.75,Rain
36,67,77,18.36952567,19.56381041,7.152811172000001,79.26357665,chickpea,Northern,Clay Loam,Rabi,1750,90,Sprinkler,Low,Medium,72,2.5,Wheat,78,1.08,Rain
32,73,81,20.45078582,15.40312102,5.988992796000002,92.68373702,chickpea,Northern,Loamy,Winter,1456,94,Flood,Medium,Low,76,1.0,Rice,85,1.03,Well
58,70,84,20.6543203,16.60820843,6.231049027999999,74.6631118,chickpea,Central,Loamy,Rabi,1721,91,Sprinkler,Low,Medium,73,2.2,Wheat,80,0.64,Rain
59,70,84,17.3348681,18.74926979,7.550808267000001,82.61734721,chickpea,Central,Loamy,Winter,1269,92,Flood,Low,Medium,49,1.1,Fallow,81,1.07,Rain
42,62,75,18.17912258,18.90426935,7.010570541,81.84997529,chickpea,Central,Clay Loam,Winter,1389,113,Flood,Low,Medium,43,1.1,Wheat,82,0.74,Rain
28,74,81,18.01272266,18.30968112,8.753795334,81.98568791,chickpea,Central,Clay Loam,Rabi,1380,111,Flood,Low,Medium,40,1.8,Wheat,74,0.99,Rain
58,66,79,20.99373558,19.33470387,8.718192847000001,93.55280105,chickpea,Northern,Loamy,Rabi,1118,116,Sprinkler,Low,Low,66,2.4,Wheat,82,0.69,Well
43,66,79,19.46233971,15.22538951,7.976607593,74.58565097,chickpea,Central,Clay Loam,Winter,1448,111,Flood,Low,Medium,78,1.6,Rice,88,0.89,Well
58,63,81,19.81344531,14.69765308,6.515499548999999,78.96514709,chickpea,Northern,Loamy,Rabi,1698,117,Flood,Low,Medium,50,2.2,Rice,74,0.76,Rain
23,62,85,18.97424756,19.5161216,8.490127142,80.7108745,chickpea,Central,Clay Loam,Rabi,1612,116,Flood,Low,Medium,59,1.9,Rice,79,1.13,Rain
27,62,77,18.19737048,14.71070537,6.576415562,70.18185181,chickpea,Northern,Clay Loam,Rabi,1736,109,Sprinkler,Low,Low,72,2.4,Wheat,73,0.63,Well
28,72,84,18.72963144,19.18197264,6.481783042999999,71.58010169,chickpea,Northern,Clay Loam,Winter,1207,93,Sprinkler,Medium,Low,44,1.8,Wheat,88,0.89,Well
50,56,76,20.99502153,19.8601304,7.966605025,73.50734019,chickpea,Northern,Loamy,Winter,1382,111,Sprinkler,Medium,Medium,34,1.1,Wheat,88,0.66,Rain
39,71,84,20.28155898,16.39535215,8.140825437,82.52339655,chickpea,Central,Loamy,Rabi,1066,98,Sprinkler,Medium,Low,49,1.1,Rice,88,1.01,Rain
25,78,76,17.48042641,15.7559405,7.228963452,66.96980581,chickpea,Central,Loamy,Rabi,1588,96,Flood,Medium,Medium,39,1.8,Wheat,79,0.83,Well
31,70,77,20.88818675,14.32313811,6.492546046,90.46228334,chickpea,Central,Clay Loam,Rabi,1773,111,Sprinkler,Low,Medium,56,2.1,Wheat,82,0.77,Well
26,80,83,17.08498521,16.14565756,7.528599957000001,71.31007253,chickpea,Central,Loamy,Winter,1197,94,Flood,Low,Low,35,2.5,Fallow,72,1.04,Well
25,68,77,20.09340593,15.11279612,7.701446446,85.74904898,chickpea,Central,Clay Loam,Winter,1369,104,Flood,Medium,Low,76,1.2,Rice,73,0.86,Well
31,78,76,17.57212145,14.99927489,8.519975748,89.31050665,chickpea,Northern,Clay Loam,Rabi,1326,109,Flood,Low,Low,75,2.2,Rice,76,0.65,Rain
60,68,83,19.12065218,18.43475844,6.620900869,85.52950164,chickpea,Northern,Loamy,Rabi,1550,106,Sprinkler,Medium,Medium,70,1.8,Wheat,89,0.87,Well
59,62,83,18.57665902,19.22008229,8.104396057999999,72.94940441,chickpea,Northern,Clay Loam,Winter,1267,104,Sprinkler,Medium,Low,74,2.5,Fallow,89,0.62,Rain
22,67,78,17.16606398,14.42457525,6.204090835,72.32667516,chickpea,Northern,Clay Loam,Rabi,1355,96,Flood,Medium,Low,65,1.8,Fallow,76,0.99,Well
36,65,80,18.2872007,16.67921616,6.051091339,74.87445574,chickpea,Central,Clay Loam,Rabi,1552,112,Flood,Medium,Low,39,1.0,Wheat,79,0.77,Rain
59,60,84,19.03025305,18.66725565,7.690962337999999,94.70992037,chickpea,Central,Loamy,Rabi,1198,112,Sprinkler,Medium,Medium,38,1.6,Fallow,88,0.86,Rain
54,77,85,17.141861399999996,17.0662427,7.8292111439999985,83.74606679,chickpea,Northern,Clay Loam,Winter,1395,119,Flood,Medium,Low,78,1.2,Fallow,70,0.98,Well
43,68,81,17.47809436,17.93253975,6.761599706,78.92060234,chickpea,Central,Loamy,Rabi,1202,103,Flood,Medium,Medium,63,1.6,Wheat,74,1.08,Well
28,76,82,20.56601874,14.25803981,6.654425315,83.75937135,chickpea,Central,Loamy,Rabi,1157,97,Sprinkler,Medium,Low,76,1.5,Fallow,78,1.1,Rain
42,79,85,17.22385224,15.82069268,6.129533877,76.57580954,chickpea,Central,Loamy,Winter,1367,117,Flood,Low,Low,42,1.6,Wheat,87,1.02,Well
32,60,83,19.69141713,19.44225438,8.829273328,91.76071648,chickpea,Central,Loamy,Winter,1078,109,Flood,Low,Medium,75,1.2,Fallow,89,1.18,Rain
22,78,76,17.84851658,19.09172907,8.621662982,76.32470713,chickpea,Northern,Clay Loam,Rabi,1769,91,Flood,Low,Low,36,1.0,Wheat,89,1.15,Well
31,79,75,18.8202251,16.1074793,8.204862075,89.73119396,chickpea,Central,Clay Loam,Winter,1138,114,Flood,Medium,Medium,69,1.2,Wheat,79,1.01,Rain
28,58,81,17.47500984,16.54314829,6.18042747,93.35034262,chickpea,Northern,Clay Loam,Rabi,1621,91,Sprinkler,Medium,Medium,50,1.3,Rice,90,0.61,Rain
57,58,77,18.72649425,17.58406365,7.978996755,81.20176515,chickpea,Northern,Loamy,Winter,1022,119,Flood,Low,Medium,51,1.8,Wheat,80,0.76,Rain
49,55,78,18.65580107,16.17772668,7.863113671,81.70769297,chickpea,Central,Loamy,Winter,1763,118,Sprinkler,Medium,Medium,64,1.1,Wheat,89,1.16,Rain
46,76,77,18.2356751,19.68538502,6.967843048,83.74879344,chickpea,Central,Loamy,Rabi,1155,94,Flood,Medium,Medium,56,2.2,Rice,89,0.86,Rain
54,61,77,18.81198127,15.21618225,6.206582192999999,77.54294240000002,chickpea,Central,Clay Loam,Rabi,1495,102,Flood,Medium,Medium,35,1.4,Wheat,84,0.8,Well
38,60,76,18.65054116,17.80852431,8.868741443,77.92798682,chickpea,Central,Loamy,Winter,993,115,Sprinkler,Low,Medium,54,2.3,Wheat,87,0.91,Well
59,55,79,20.36720401,16.89574311,8.766128654,82.2545577,chickpea,Central,Clay Loam,Rabi,1694,114,Flood,Low,Medium,65,2.1,Wheat,74,0.75,Well
36,76,75,18.38120357,16.63805158,8.736337905,70.52056697,chickpea,Central,Clay Loam,Rabi,1046,95,Flood,Medium,Medium,42,1.7,Wheat,76,0.89,Well
57,68,81,17.17012591,17.30457712,8.081095263,72.78624223,chickpea,Central,Clay Loam,Winter,1543,94,Sprinkler,Low,Low,62,1.0,Fallow,87,0.96,Rain
35,66,81,19.37101121,15.77458129,6.138243973,85.24819851,chickpea,Northern,Loamy,Winter,1739,99,Sprinkler,Low,Medium,31,1.3,Wheat,75,0.99,Well
35,64,78,17.92845928,14.27327988,7.496645259,85.37378769,chickpea,Central,Loamy,Winter,1447,119,Flood,Medium,Low,78,2.4,Fallow,90,0.79,Rain
52,60,79,19.45339934,18.23490739,8.380185271,75.6317566,chickpea,Northern,Clay Loam,Winter,1444,108,Flood,Low,Low,55,1.7,Fallow,81,0.69,Rain
27,76,83,19.12829388,14.92241479,6.289614016,89.61857826,chickpea,Central,Loamy,Rabi,1270,116,Sprinkler,Medium,Medium,72,1.2,Wheat,70,1.12,Well
57,60,84,19.1034283,17.26184541,6.586777189,75.49101167,chickpea,Central,Loamy,Rabi,1342,111,Flood,Medium,Low,58,0.8,Fallow,76,0.87,Well
52,68,78,17.48504075,16.96070581,6.89655198,86.05078037,chickpea,Central,Loamy,Winter,991,107,Flood,Medium,Medium,30,1.9,Wheat,75,1.2,Well
43,79,79,19.40751744,18.98030507,7.8067476560000015,80.25064637,chickpea,Northern,Loamy,Winter,1323,96,Flood,Low,Low,64,1.4,Fallow,82,0.85,Rain
44,74,85,20.18649426,19.63719995,7.150681303,78.26039559,chickpea,Central,Clay Loam,Winter,1026,94,Sprinkler,Medium,Low,77,0.9,Wheat,83,0.91,Rain
24,55,78,17.30287885,15.15405941,6.64919573,75.57790384,chickpea,Northern,Clay Loam,Winter,1727,96,Flood,Low,Low,64,1.0,Wheat,73,0.79,Rain
29,77,75,17.50361137,15.48083156,7.778591617999999,72.9446671,chickpea,Central,Clay Loam,Winter,1039,94,Flood,Medium,Low,38,1.1,Fallow,87,0.84,Rain
20,60,78,18.17234999,14.70085967,6.358740355,90.7760707,chickpea,Central,Loamy,Rabi,1625,111,Sprinkler,Medium,Medium,54,1.3,Wheat,75,1.19,Well
56,67,78,17.57445618,16.71826572,8.255450758,77.81891424,chickpea,Central,Loamy,Rabi,995,118,Flood,Medium,Low,73,1.0,Fallow,78,0.96,Well
37,66,85,20.93175255,18.91295403,6.456148474,78.06910795,chickpea,Northern,Loamy,Rabi,1630,110,Sprinkler,Low,Medium,38,1.8,Fallow,85,1.1,Well
49,71,76,19.71098332,17.63879418,6.613072145,85.57925437,chickpea,Northern,Clay Loam,Winter,1752,93,Flood,Medium,Low,41,2.2,Fallow,72,0.84,Rain
59,69,80,19.07937684,17.86754927,8.165359297,69.40619137,chickpea,Central,Clay Loam,Rabi,1417,117,Sprinkler,Low,Medium,39,1.2,Rice,86,0.78,Rain
20,79,77,18.54988627,16.02542689,7.64867466,76.32565249,chickpea,Central,Loamy,Winter,1440,109,Sprinkler,Medium,Low,40,1.0,Rice,79,1.07,Rain
24,56,85,18.19903647,17.41333199,6.545888558,80.6405403,chickpea,Northern,Loamy,Rabi,1769,112,Flood,Low,Medium,34,1.5,Rice,74,1.11,Well
51,72,75,18.88852533,14.99451145,7.1042247970000005,80.11133840000002,chickpea,Northern,Clay Loam,Rabi,1364,99,Flood,Medium,Low,50,1.5,Fallow,83,1.12,Well
57,73,85,18.49311205,14.72115044,7.358099622,91.94595352,chickpea,Northern,Loamy,Winter,1727,101,Flood,Medium,Medium,52,2.4,Fallow,72,0.65,Rain
22,64,82,19.48974337,17.17260319,6.4740245000000005,87.51312796,chickpea,Central,Loamy,Winter,1094,96,Sprinkler,Medium,Low,39,2.0,Fallow,83,1.1,Rain
52,73,79,17.25769499,18.74943955,7.840339388999999,94.00287214,chickpea,Northern,Loamy,Rabi,1003,118,Sprinkler,Low,Medium,55,1.0,Rice,75,1.02,Rain
29,75,75,19.62416326,18.71483156,7.064790365,88.4585692,chickpea,Central,Clay Loam,Rabi,1225,95,Sprinkler,Low,Low,63,1.5,Fallow,72,0.65,Rain
44,59,78,20.67526473,19.85388984,7.599033472,84.78344008,chickpea,Central,Clay Loam,Rabi,964,106,Flood,Low,Low,42,0.8,Wheat,84,0.82,Rain
41,69,82,20.02381489,16.63294455,6.715587232000001,68.97806542,chickpea,Central,Clay Loam,Rabi,926,99,Flood,Medium,Low,47,1.8,Rice,77,1.2,Well
52,56,85,20.118744600000007,14.44228303,6.81712422,88.68168643,chickpea,Central,Clay Loam,Winter,1473,109,Flood,Low,Medium,38,1.0,Rice,74,0.84,Well
34,76,80,20.65691793,15.84572566,7.985417393,65.23811143,chickpea,Northern,Loamy,Winter,1143,94,Sprinkler,Medium,Medium,40,1.1,Wheat,83,0.89,Well
42,74,83,19.2582557,14.2804191,7.545258424,65.78042032,chickpea,Central,Clay Loam,Winter,943,105,Sprinkler,Medium,Medium,41,0.9,Fallow,85,0.89,Rain
34,71,79,17.927806,15.85622899,7.728998197,74.63872762,chickpea,Northern,Loamy,Rabi,1050,107,Sprinkler,Medium,Medium,73,2.4,Wheat,77,1.2,Rain
27,73,79,19.16288268,15.83500655,7.354973451,82.69766829,chickpea,Central,Clay Loam,Rabi,1217,109,Sprinkler,Low,Low,41,1.9,Wheat,77,0.82,Well
30,70,79,20.26942271,19.96978871,7.313122235,69.64449182,chickpea,Central,Loamy,Winter,1077,104,Flood,Medium,Medium,35,1.8,Rice,72,0.66,Rain
57,57,75,17.09104223,18.25142068,7.785039076,87.27444866,chickpea,Northern,Loamy,Rabi,1593,115,Flood,Low,Low,63,2.4,Rice,71,1.12,Well
27,79,82,17.06579293,17.54024066,6.307004922999999,70.87150577,chickpea,Northern,Loamy,Winter,939,116,Flood,Low,Medium,35,0.9,Fallow,83,1.19,Rain
32,71,85,20.62767492,14.44008871,6.4039823160000005,92.06630306,chickpea,Northern,Clay Loam,Rabi,986,90,Flood,Medium,Medium,39,1.7,Wheat,81,0.98,Well
31,76,82,20.8248451,17.85057083,7.599279991,79.20509212,chickpea,Northern,Loamy,Winter,1389,99,Flood,Medium,Medium,49,1.0,Rice,75,0.86,Rain
33,75,84,19.46210401,18.72831993,7.217018459,68.81405149,chickpea,Central,Clay Loam,Rabi,1064,118,Flood,Medium,Low,37,1.2,Rice,75,0.63,Rain
47,80,77,17.18248372,16.42891834,7.561108006,72.85017344,chickpea,Central,Loamy,Rabi,1467,117,Flood,Medium,Low,77,1.6,Rice,89,0.71,Rain
54,62,80,17.48911699,16.39055394,7.489545074,79.45758333,chickpea,Central,Loamy,Winter,1751,110,Flood,Low,Medium,36,2.4,Fallow,75,1.1,Rain
47,79,78,17.48395377,14.76014523,6.609696734,65.11365631,chickpea,Northern,Clay Loam,Rabi,1177,93,Flood,Medium,Medium,54,2.0,Fallow,90,0.79,Rain
35,57,83,19.48316794,17.44534641,7.476800943,80.4986291,chickpea,Northern,Loamy,Rabi,1520,117,Flood,Low,Low,48,1.2,Rice,77,0.96,Rain
53,73,77,19.71359733,18.09665739,7.325451279,73.64476535,chickpea,Northern,Loamy,Winter,1252,106,Flood,Low,Low,35,1.9,Rice,90,1.17,Well
45,61,78,19.48649305,16.06240074,6.489389282,81.52842690000001,chickpea,Central,Loamy,Winter,1049,92,Flood,Medium,Low,59,0.8,Fallow,89,1.08,Rain
37,78,79,19.95264829,14.82633099,7.786366322,88.6810311,chickpea,Central,Loamy,Winter,1181,114,Flood,Medium,Low,59,1.8,Rice,77,1.11,Well
30,75,81,19.41789736,16.80472243,6.4084378860000015,68.4951189,chickpea,Central,Clay Loam,Winter,1303,112,Sprinkler,Low,Medium,52,2.1,Fallow,84,0.7,Well
37,55,82,19.45591848,18.02235902,8.423873703,78.44910564,chickpea,Northern,Loamy,Rabi,960,119,Sprinkler,Low,Low,62,2.1,Rice,70,0.8,Rain
53,65,76,20.19137759,16.41998269,8.719960893,77.33795356,chickpea,Central,Loamy,Winter,1282,103,Flood,Medium,Medium,80,2.1,Rice,73,0.7,Well
22,60,85,18.8392908,14.74071856,7.811997977000001,94.78189594,chickpea,Central,Loamy,Winter,1000,99,Sprinkler,Medium,Low,76,1.3,Rice,88,0.91,Rain
60,61,78,20.71219282,19.83643308,6.317153205,94.03659867,chickpea,Northern,Loamy,Rabi,1064,112,Sprinkler,Medium,Low,37,2.3,Rice,84,0.94,Rain
42,67,77,18.99424448,15.9362937,7.114405288,78.69707199,chickpea,Northern,Clay Loam,Rabi,970,99,Sprinkler,Medium,Medium,31,2.2,Rice,84,0.91,Rain
39,76,76,19.96837462,15.57324389,8.135900726000001,69.15759062,chickpea,Northern,Loamy,Winter,1390,115,Sprinkler,Medium,Low,44,2.3,Wheat,80,0.85,Rain
35,63,76,17.81564548,17.60756635,7.714153037999999,90.82097601,chickpea,Central,Loamy,Winter,1166,92,Sprinkler,Medium,Low,31,1.6,Rice,71,1.14,Rain
30,65,82,20.71424384,15.27824066,7.103798069,76.77888672,chickpea,Northern,Loamy,Winter,1698,116,Sprinkler,Medium,Low,48,2.2,Rice,77,1.03,Rain
57,56,78,17.34150229,18.75626255,8.861479668,67.9545435,chickpea,Northern,Clay Loam,Rabi,1412,104,Flood,Low,Low,75,2.3,Fallow,79,0.91,Rain
48,65,78,17.43732714,14.33847406,7.861128148,73.0926704,chickpea,Northern,Loamy,Winter,1025,93,Sprinkler,Medium,Low,47,1.7,Fallow,76,1.04,Rain
36,56,83,18.89780215,19.76182946,7.4526709,69.09512477,chickpea,Northern,Clay Loam,Winter,1255,115,Flood,Medium,Medium,54,1.0,Rice,87,0.74,Rain
40,58,75,18.59190771,14.77959596,7.168096055,89.60982451,chickpea,Northern,Loamy,Rabi,1629,97,Sprinkler,Low,Medium,71,1.6,Fallow,83,1.1,Rain
49,69,82,18.31561493,15.36143547,7.26311855,81.78710463,chickpea,Central,Clay Loam,Rabi,1018,97,Flood,Medium,Medium,65,1.0,Fallow,83,0.61,Well
13,60,25,17.13692774,20.59541693,5.68597166,128.256862,kidneybeans,Northern,Loamy,Rabi,1106,101,Sprinkler,Medium,Low,61,1.5,Wheat,78,1.08,Well
25,70,16,19.63474332,18.90705639,5.759237003,106.3598183,kidneybeans,Northern,Loamy,Summer,1809,109,Drip,Medium,Medium,77,2.3,Wheat,71,1.04,Canal
31,55,22,22.91350245,21.33953114,5.873171894,109.225556,kidneybeans,Northern,Sandy Loam,Summer,1666,95,Drip,Medium,Medium,43,2.7,Maize,75,0.95,Well
40,64,16,16.43340342,24.24045875,5.926676985,140.3717815,kidneybeans,Western,Loamy,Rabi,1815,108,Sprinkler,Medium,Low,76,1.7,Wheat,79,0.74,Canal
2,61,20,22.13974653,23.02251117,5.95561668,76.64128258,kidneybeans,Northern,Loamy,Summer,1854,94,Sprinkler,Low,Low,73,1.6,Wheat,80,1.17,Rain
26,65,22,17.84806561,18.77621951,5.9499490810000015,143.09841709999995,kidneybeans,Northern,Sandy Loam,Summer,1620,96,Sprinkler,Low,Low,73,1.8,Wheat,75,1.02,Well
17,57,21,19.88394011,20.31564139,5.789214288999999,60.91974792,kidneybeans,Northern,Sandy Loam,Summer,1907,108,Drip,Medium,Low,67,2.4,Maize,71,1.0,Well
26,80,18,19.32509638,23.3334788,5.581021521,104.7783947,kidneybeans,Northern,Loamy,Rabi,1838,104,Sprinkler,Low,Medium,62,2.5,Vegetables,62,0.84,Rain
17,59,17,18.416700100000003,23.42829938,5.689858133,132.9801054,kidneybeans,Western,Sandy Loam,Summer,1999,87,Sprinkler,Medium,Medium,72,1.4,Maize,74,1.28,Canal
27,59,22,21.81167649,23.20591245,5.794158503999999,130.0608093,kidneybeans,Northern,Sandy Loam,Rabi,1991,105,Sprinkler,Low,Medium,70,1.7,Maize,73,0.78,Rain
